base_image,target_image,distance,rotation_error_deg,translation_error,baseline_length
3362495566_77fede9903_o.jpg.jpg,2865788897_f7c5811928_o.jpg.jpg,3.561590349750803,9.28845795108229,4.9573943190187,3.561590349750803
3362495566_77fede9903_o.jpg.jpg,478323583_5736f5c9db_o.jpg.jpg,24.967473912232318,1.3551523745912912,15.443236337346843,24.967473912232318
3362495566_77fede9903_o.jpg.jpg,3896844749_93787a3078_o.jpg.jpg,40.241689423157766,0.927723486370945,24.27632218441259,40.241689423157766
3362495566_77fede9903_o.jpg.jpg,3591686563_29a71b18f9_o.jpg.jpg,49.07054786445948,84.17983692612654,64.88611538579362,49.07054786445948
3362495566_77fede9903_o.jpg.jpg,360770052_cc09522190_o.jpg.jpg,54.36025642488395,1.119512236587926,33.02324835087586,54.36025642488395
3362495566_77fede9903_o.jpg.jpg,3541003755_ba9722c1a1_o.jpg.jpg,59.78851801346342,83.76167605982883,61.8318120377647,59.78851801346342
3362495566_77fede9903_o.jpg.jpg,2398992447_78ebbc057c_o.jpg.jpg,64.07634775247236,165.3112607597029,71.0926188017963,64.07634775247236
3362495566_77fede9903_o.jpg.jpg,2180181031_f0e2e56021_o.jpg.jpg,69.79983398239673,173.26011045049918,63.61716016889599,69.79983398239673
3362495566_77fede9903_o.jpg.jpg,0001_259.jpeg,76.54979945898894,91.647170923526,85.89437032219377,76.54979945898894
3362495566_77fede9903_o.jpg.jpg,3391568279_e4a28c174d_o.jpg.jpg,83.91464835421112,0.9369171597536565,48.5152637285713,83.91464835421112
3362495566_77fede9903_o.jpg.jpg,0001_221.jpeg,92.21283703972006,144.07097643568056,105.81495066896046,92.21283703972006
3362495566_77fede9903_o.jpg.jpg,2071005594_1d2ef75e25_o.jpg.jpg,101.47957083350136,119.8900983697075,167.7243807127034,101.47957083350136
3362495566_77fede9903_o.jpg.jpg,0001_254.jpeg,111.48117150534077,157.51327757898082,126.88645510318702,111.48117150534077
3362495566_77fede9903_o.jpg.jpg,0001_218.jpeg,127.30855150205414,91.32845074028485,120.8093909353945,127.30855150205414
3362495566_77fede9903_o.jpg.jpg,0001_351.jpeg,149.0258729468944,148.06414612330087,118.72352798255827,149.0258729468944
3362495566_77fede9903_o.jpg.jpg,0001_122.jpeg,177.5162271091617,126.9148812147581,212.3437045201187,177.5162271091617
3362495566_77fede9903_o.jpg.jpg,0001_458.jpeg,209.72620711485928,145.2478522611381,184.1605451853296,209.72620711485928
3362495566_77fede9903_o.jpg.jpg,0001_462.jpeg,254.88287181474163,39.44618279743535,234.30969747067817,254.88287181474163
3362495566_77fede9903_o.jpg.jpg,0001_571.jpeg,310.12024418666454,161.10031194064413,291.20576901631887,310.12024418666454
3362495566_77fede9903_o.jpg.jpg,0001_516.jpeg,441.40524606355206,138.096268797378,388.5201293285234,441.40524606355206
